#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CAT	NOS1	9606.ENSP00000241052	9606.ENSP00000477999	0	0	0	0	0.041	0	0	0.613	0.613
CAT	CRP	9606.ENSP00000241052	9606.ENSP00000255030	0	0	0	0	0.061	0	0	0.639	0.646
CAT	HSPA5	9606.ENSP00000241052	9606.ENSP00000324173	0	0	0	0	0.062	0	0	0.652	0.659
CAT	IL1B	9606.ENSP00000241052	9606.ENSP00000263341	0	0	0	0	0	0	0	0.669	0.669
CAT	TP53	9606.ENSP00000241052	9606.ENSP00000269305	0	0	0	0	0	0	0	0.680	0.680
CAT	TNF	9606.ENSP00000241052	9606.ENSP00000398698	0	0	0	0	0	0	0	0.694	0.694
CAT	PTGS2	9606.ENSP00000241052	9606.ENSP00000356438	0	0	0	0	0	0.131	0	0.685	0.715
CAT	IL6	9606.ENSP00000241052	9606.ENSP00000385675	0	0	0	0	0	0	0	0.735	0.735
CAT	INS	9606.ENSP00000241052	9606.ENSP00000380432	0	0	0	0	0	0	0	0.740	0.740
CAT	NOS3	9606.ENSP00000241052	9606.ENSP00000297494	0	0	0	0	0.041	0	0	0.745	0.745
CAT	G6PD	9606.ENSP00000241052	9606.ENSP00000377192	0	0	0	0	0.115	0.111	0	0.900	0.915
CAT	NOS2	9606.ENSP00000241052	9606.ENSP00000327251	0	0	0	0	0.041	0	0.900	0.603	0.958
CAT	CYCS	9606.ENSP00000241052	9606.ENSP00000307786	0	0	0	0	0.155	0.410	0	0.933	0.963
CAT	SOD1	9606.ENSP00000241052	9606.ENSP00000270142	0.110	0	0	0	0.129	0.440	0.900	0.937	0.996
CAT	SOD2	9606.ENSP00000241052	9606.ENSP00000446252	0.069	0	0	0	0.080	0.419	0.900	0.968	0.998
CCL2	TNFRSF1A	9606.ENSP00000225831	9606.ENSP00000162749	0	0	0	0	0.086	0	0	0.769	0.780
CCL2	HMOX1	9606.ENSP00000225831	9606.ENSP00000216117	0	0	0	0	0.094	0	0	0.810	0.821
CCL2	MMP2	9606.ENSP00000225831	9606.ENSP00000219070	0	0	0	0	0.155	0	0	0.802	0.825
CCL2	PLAT	9606.ENSP00000225831	9606.ENSP00000220809	0	0	0	0	0.073	0	0	0.409	0.428
CCL2	TGFB1	9606.ENSP00000225831	9606.ENSP00000221930	0	0	0	0	0	0	0	0.673	0.673
CCL2	PON1	9606.ENSP00000225831	9606.ENSP00000222381	0	0	0	0	0	0	0	0.421	0.420
CCL2	SERPINE1	9606.ENSP00000225831	9606.ENSP00000223095	0	0	0	0	0.122	0	0	0.730	0.752
CCL2	MPO	9606.ENSP00000225831	9606.ENSP00000225275	0	0	0	0	0	0	0	0.702	0.702
CCL2	PTEN	9606.ENSP00000225831	9606.ENSP00000361021	0	0	0	0	0.061	0	0	0.399	0.411
CCL2	ESR1	9606.ENSP00000225831	9606.ENSP00000405330	0	0	0	0	0.055	0	0	0.421	0.429
CCL2	SOD1	9606.ENSP00000225831	9606.ENSP00000270142	0	0	0	0	0	0	0	0.444	0.444
CCL2	GCG	9606.ENSP00000225831	9606.ENSP00000387662	0	0	0	0	0	0	0	0.445	0.445
CCL2	CYCS	9606.ENSP00000225831	9606.ENSP00000307786	0	0	0	0	0	0	0	0.446	0.446
CCL2	LPL	9606.ENSP00000225831	9606.ENSP00000309757	0	0	0	0	0.065	0	0	0.470	0.483
CCL2	PLAU	9606.ENSP00000225831	9606.ENSP00000361850	0	0	0	0	0.120	0	0	0.452	0.497
CCL2	SOD2	9606.ENSP00000225831	9606.ENSP00000446252	0	0	0	0	0.090	0	0	0.473	0.499
CCL2	LTA	9606.ENSP00000225831	9606.ENSP00000403495	0	0	0	0	0.062	0	0	0.491	0.502
CCL2	THBD	9606.ENSP00000225831	9606.ENSP00000366307	0	0	0	0	0.095	0	0	0.475	0.504
CCL2	EGFR	9606.ENSP00000225831	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.499	0.509
CCL2	SLC2A4	9606.ENSP00000225831	9606.ENSP00000320935	0	0	0	0	0	0	0	0.513	0.513
CCL2	SRC	9606.ENSP00000225831	9606.ENSP00000362680	0	0	0	0	0.062	0	0	0.511	0.521
CCL2	KDR	9606.ENSP00000225831	9606.ENSP00000263923	0	0	0	0	0.065	0	0	0.534	0.545
CCL2	LDLR	9606.ENSP00000225831	9606.ENSP00000454071	0	0	0	0	0	0	0	0.559	0.559
CCL2	PPBP	9606.ENSP00000225831	9606.ENSP00000296028	0	0	0	0	0.064	0	0	0.563	0.573
CCL2	PLG	9606.ENSP00000225831	9606.ENSP00000308938	0	0	0	0	0	0	0	0.595	0.595
CCL2	NOS2	9606.ENSP00000225831	9606.ENSP00000327251	0	0	0	0	0	0	0	0.636	0.636
CCL2	PECAM1	9606.ENSP00000225831	9606.ENSP00000457421	0	0	0	0	0	0	0	0.637	0.637
CCL2	CCND1	9606.ENSP00000225831	9606.ENSP00000227507	0	0	0	0	0.065	0	0	0.638	0.647
CCL2	PPARA	9606.ENSP00000225831	9606.ENSP00000385523	0	0	0	0	0.055	0	0	0.654	0.659
CCL2	PPARG	9606.ENSP00000225831	9606.ENSP00000287820	0	0	0	0	0.055	0	0	0.660	0.664
CCL2	HIF1A	9606.ENSP00000225831	9606.ENSP00000437955	0	0	0	0	0.061	0	0	0.658	0.665
CCL2	NOS3	9606.ENSP00000225831	9606.ENSP00000297494	0	0	0	0	0	0	0	0.669	0.669
CCL2	FGF2	9606.ENSP00000225831	9606.ENSP00000264498	0	0	0	0	0	0	0	0.670	0.670
CCL2	EDN1	9606.ENSP00000225831	9606.ENSP00000368683	0	0	0	0	0.088	0	0	0.668	0.684
CCL2	IL1A	9606.ENSP00000225831	9606.ENSP00000263339	0	0	0	0	0.091	0	0	0.684	0.700
CCL2	TP53	9606.ENSP00000225831	9606.ENSP00000269305	0	0	0	0	0	0	0	0.725	0.725
CCL2	OLR1	9606.ENSP00000225831	9606.ENSP00000309124	0	0	0	0	0.084	0	0	0.718	0.730
CCL2	LEP	9606.ENSP00000225831	9606.ENSP00000312652	0	0	0	0	0	0	0	0.732	0.732
CCL2	IGF1	9606.ENSP00000225831	9606.ENSP00000302665	0	0	0	0	0	0	0	0.739	0.739
CCL2	IL18	9606.ENSP00000225831	9606.ENSP00000280357	0	0	0	0	0	0	0	0.749	0.749
CCL2	SELE	9606.ENSP00000225831	9606.ENSP00000331736	0	0	0	0	0.108	0	0	0.741	0.759
CCL2	F3	9606.ENSP00000225831	9606.ENSP00000334145	0	0	0	0	0.082	0	0	0.777	0.787
CCL2	CRP	9606.ENSP00000225831	9606.ENSP00000255030	0	0	0	0	0	0	0	0.789	0.789
CCL2	IL2	9606.ENSP00000225831	9606.ENSP00000226730	0	0	0	0	0	0	0	0.795	0.795
CCL2	CD40LG	9606.ENSP00000225831	9606.ENSP00000359663	0	0	0	0	0	0.059	0	0.793	0.797
CCL2	CD40	9606.ENSP00000225831	9606.ENSP00000361359	0	0	0	0	0.061	0	0	0.793	0.797
CCL2	IFNG	9606.ENSP00000225831	9606.ENSP00000229135	0	0	0	0	0.063	0	0	0.794	0.798
CCL2	FN1	9606.ENSP00000225831	9606.ENSP00000346839	0	0	0	0	0.098	0	0	0.794	0.806
CCL2	TLR4	9606.ENSP00000225831	9606.ENSP00000363089	0	0	0	0	0.096	0	0	0.800	0.812
CCL2	MMP9	9606.ENSP00000225831	9606.ENSP00000361405	0	0	0	0	0.076	0	0	0.843	0.849
CCL2	PTGS2	9606.ENSP00000225831	9606.ENSP00000356438	0	0	0	0	0.117	0	0	0.847	0.859
CCL2	MMP3	9606.ENSP00000225831	9606.ENSP00000299855	0	0	0	0	0.107	0.379	0	0.795	0.876
CCL2	MMP1	9606.ENSP00000225831	9606.ENSP00000322788	0	0	0	0	0.102	0.379	0	0.806	0.882
CCL2	INS	9606.ENSP00000225831	9606.ENSP00000380432	0	0	0	0	0	0	0	0.884	0.885
CCL2	CSF2	9606.ENSP00000225831	9606.ENSP00000296871	0	0	0	0	0.063	0	0	0.910	0.913
CCL2	VEGFA	9606.ENSP00000225831	9606.ENSP00000478570	0	0	0	0	0	0	0	0.914	0.914
CCL2	ICAM1	9606.ENSP00000225831	9606.ENSP00000264832	0	0	0	0	0.149	0	0	0.919	0.929
CCL2	VCAM1	9606.ENSP00000225831	9606.ENSP00000294728	0	0	0	0	0.206	0	0	0.927	0.940
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.126	0	0	0.945	0.950
CCL2	TNF	9606.ENSP00000225831	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.969	0.971
CCL2	CXCL8	9606.ENSP00000225831	9606.ENSP00000306512	0	0	0	0	0.278	0.667	0	0.925	0.980
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.267	0	0	0.977	0.982
CCL2	IL4	9606.ENSP00000225831	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.918	0.991
CCL2	IL10	9606.ENSP00000225831	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.955	0.995
CCND1	HMOX1	9606.ENSP00000227507	9606.ENSP00000216117	0	0	0	0	0	0	0	0.423	0.422
CCND1	MMP2	9606.ENSP00000227507	9606.ENSP00000219070	0	0	0	0	0.139	0	0	0.676	0.709
CCND1	TGFB1	9606.ENSP00000227507	9606.ENSP00000221930	0	0	0	0	0	0	0	0.637	0.638
CCND1	SERPINE1	9606.ENSP00000227507	9606.ENSP00000223095	0	0	0	0	0.135	0	0	0.420	0.476
CCND1	IL2	9606.ENSP00000227507	9606.ENSP00000226730	0	0	0	0	0	0	0	0.430	0.430
CCND1	IL10	9606.ENSP00000227507	9606.ENSP00000412237	0	0	0	0	0	0	0	0.419	0.418
CCND1	HSPA5	9606.ENSP00000227507	9606.ENSP00000324173	0	0	0	0	0	0.064	0	0.422	0.435
CCND1	ICAM1	9606.ENSP00000227507	9606.ENSP00000264832	0	0	0	0	0.061	0	0	0.453	0.465
CCND1	PLAU	9606.ENSP00000227507	9606.ENSP00000361850	0	0	0	0	0.110	0	0	0.425	0.466
CCND1	MMP1	9606.ENSP00000227507	9606.ENSP00000322788	0	0	0	0	0.104	0	0	0.439	0.476
CCND1	MMP3	9606.ENSP00000227507	9606.ENSP00000299855	0	0	0	0	0.076	0	0	0.479	0.498
CCND1	NOTCH3	9606.ENSP00000227507	9606.ENSP00000263388	0	0	0	0	0.098	0	0	0.470	0.502
CCND1	HIF1A	9606.ENSP00000227507	9606.ENSP00000437955	0	0	0	0	0	0	0	0.517	0.517
CCND1	PECAM1	9606.ENSP00000227507	9606.ENSP00000457421	0	0	0	0	0	0	0	0.528	0.528
CCND1	CYP19A1	9606.ENSP00000227507	9606.ENSP00000379683	0	0	0	0	0	0	0	0.530	0.530
CCND1	CXCL8	9606.ENSP00000227507	9606.ENSP00000306512	0	0	0	0	0	0	0	0.544	0.544
CCND1	TERT	9606.ENSP00000227507	9606.ENSP00000309572	0	0	0	0	0	0	0	0.581	0.581
CCND1	KDR	9606.ENSP00000227507	9606.ENSP00000263923	0	0	0	0	0.074	0	0	0.581	0.595
CCND1	PPARG	9606.ENSP00000227507	9606.ENSP00000287820	0	0	0	0	0	0.050	0	0.601	0.605
CCND1	CSF2	9606.ENSP00000227507	9606.ENSP00000296871	0	0	0	0	0	0	0	0.608	0.608
CCND1	IL4	9606.ENSP00000227507	9606.ENSP00000231449	0	0	0	0	0	0	0	0.613	0.614
CCND1	EDN1	9606.ENSP00000227507	9606.ENSP00000368683	0	0	0	0	0.069	0	0	0.611	0.622
CCND1	CYCS	9606.ENSP00000227507	9606.ENSP00000307786	0	0	0	0	0.061	0	0	0.630	0.637
CCND1	FN1	9606.ENSP00000227507	9606.ENSP00000346839	0	0	0	0	0.183	0	0	0.606	0.664
CCND1	PIK3CA	9606.ENSP00000227507	9606.ENSP00000263967	0	0	0	0	0.062	0	0	0.668	0.675
CCND1	PTGS2	9606.ENSP00000227507	9606.ENSP00000356438	0	0	0	0	0.055	0	0	0.674	0.678
CCND1	INS	9606.ENSP00000227507	9606.ENSP00000380432	0	0	0	0	0	0	0	0.689	0.689
CCND1	TNF	9606.ENSP00000227507	9606.ENSP00000398698	0	0	0	0	0	0	0	0.725	0.725
CCND1	MMP9	9606.ENSP00000227507	9606.ENSP00000361405	0	0	0	0	0	0	0	0.765	0.765
CCND1	LEP	9606.ENSP00000227507	9606.ENSP00000312652	0	0	0	0	0	0	0	0.775	0.775
CCND1	SRC	9606.ENSP00000227507	9606.ENSP00000362680	0	0	0	0	0.068	0.305	0	0.682	0.776
CCND1	VEGFA	9606.ENSP00000227507	9606.ENSP00000478570	0	0	0	0	0.069	0.170	0	0.743	0.784
CCND1	FGF2	9606.ENSP00000227507	9606.ENSP00000264498	0	0	0	0	0.076	0	0	0.780	0.789
CCND1	IL6	9606.ENSP00000227507	9606.ENSP00000385675	0	0	0	0	0	0	0	0.812	0.813
CCND1	IGF1	9606.ENSP00000227507	9606.ENSP00000302665	0	0	0	0	0	0	0	0.833	0.834
CCND1	KRAS	9606.ENSP00000227507	9606.ENSP00000256078	0	0	0	0	0	0.078	0	0.828	0.836
CCND1	PTEN	9606.ENSP00000227507	9606.ENSP00000361021	0	0	0	0	0	0	0	0.893	0.893
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.200	0.157	0	0.886	0.917
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0.061	0.379	0	0.942	0.963
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0	0.384	0.900	0.858	0.990
CD40	TNFRSF1A	9606.ENSP00000361359	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.769	0.774
CD40	IL2	9606.ENSP00000361359	9606.ENSP00000226730	0	0	0	0	0	0	0	0.868	0.868
CD40	IFNG	9606.ENSP00000361359	9606.ENSP00000229135	0	0	0	0	0	0	0	0.796	0.796
CD40	IL4	9606.ENSP00000361359	9606.ENSP00000231449	0	0	0	0	0	0	0	0.861	0.861
CD40	CRP	9606.ENSP00000361359	9606.ENSP00000255030	0	0	0	0	0	0	0	0.671	0.671
CD40	IL1A	9606.ENSP00000361359	9606.ENSP00000263339	0	0	0	0	0.155	0	0	0.650	0.692
CD40	IL1B	9606.ENSP00000361359	9606.ENSP00000263341	0	0	0	0	0.164	0	0	0.636	0.683
CD40	PIK3CA	9606.ENSP00000361359	9606.ENSP00000263967	0	0	0	0	0	0.313	0.900	0.200	0.940
CD40	ICAM1	9606.ENSP00000361359	9606.ENSP00000264832	0	0	0	0	0.107	0	0	0.867	0.876
CD40	TP53	9606.ENSP00000361359	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.671	0.678
CD40	IL18	9606.ENSP00000361359	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.777	0.782
CD40	VCAM1	9606.ENSP00000361359	9606.ENSP00000294728	0	0	0	0	0.085	0	0	0.633	0.650
CD40	CSF2	9606.ENSP00000361359	9606.ENSP00000296871	0	0	0	0	0.083	0	0	0.882	0.887
CD40	CXCL8	9606.ENSP00000361359	9606.ENSP00000306512	0	0	0	0	0.088	0	0	0.688	0.703
CD40	OLR1	9606.ENSP00000361359	9606.ENSP00000309124	0	0	0	0	0.061	0	0	0.490	0.500
CD40	LEP	9606.ENSP00000361359	9606.ENSP00000312652	0	0	0	0	0	0	0	0.610	0.610
CD40	NOS2	9606.ENSP00000361359	9606.ENSP00000327251	0	0	0	0	0.061	0	0	0.459	0.470
CD40	SELE	9606.ENSP00000361359	9606.ENSP00000331736	0	0	0	0	0.061	0	0	0.518	0.528
CD40	F3	9606.ENSP00000361359	9606.ENSP00000334145	0	0	0	0	0.061	0	0	0.447	0.458
CD40	FN1	9606.ENSP00000361359	9606.ENSP00000346839	0	0	0	0	0.061	0	0	0.417	0.429
CD40	PTGS2	9606.ENSP00000361359	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.444	0.456
CD40	CD40LG	9606.ENSP00000361359	9606.ENSP00000359663	0	0	0	0	0.061	0.870	0.900	0.974	0.999
CD40	SRC	9606.ENSP00000361359	9606.ENSP00000362680	0	0	0	0	0.049	0.124	0	0.403	0.459
CD40	PECAM1	9606.ENSP00000361359	9606.ENSP00000457421	0	0	0	0	0.069	0	0	0.456	0.471
CD40	INS	9606.ENSP00000361359	9606.ENSP00000380432	0	0	0	0	0	0	0	0.478	0.478
CD40	MMP9	9606.ENSP00000361359	9606.ENSP00000361405	0	0	0	0	0.091	0	0	0.474	0.502
CD40	THBD	9606.ENSP00000361359	9606.ENSP00000366307	0	0	0	0	0.061	0	0	0.527	0.536
CD40	VEGFA	9606.ENSP00000361359	9606.ENSP00000478570	0	0	0	0	0	0	0	0.554	0.554
CD40	LTA	9606.ENSP00000361359	9606.ENSP00000403495	0	0	0	0	0.143	0	0	0.584	0.629
CD40	TLR4	9606.ENSP00000361359	9606.ENSP00000363089	0	0	0	0	0.084	0	0	0.797	0.806
CD40	IL6	9606.ENSP00000361359	9606.ENSP00000385675	0	0	0	0	0.109	0	0	0.893	0.901
CD40	IL10	9606.ENSP00000361359	9606.ENSP00000412237	0	0	0	0	0.062	0	0	0.910	0.913
CD40	TNF	9606.ENSP00000361359	9606.ENSP00000398698	0	0	0	0	0.163	0	0	0.917	0.928
CD40LG	TNFRSF1A	9606.ENSP00000359663	9606.ENSP00000162749	0	0	0	0	0	0	0	0.651	0.651
CD40LG	SERPINE1	9606.ENSP00000359663	9606.ENSP00000223095	0	0	0	0	0	0.051	0	0.473	0.478
CD40LG	MPO	9606.ENSP00000359663	9606.ENSP00000225275	0	0	0	0	0	0.056	0	0.513	0.520
CD40LG	IL2	9606.ENSP00000359663	9606.ENSP00000226730	0	0	0	0	0.076	0	0	0.878	0.883
CD40LG	IFNG	9606.ENSP00000359663	9606.ENSP00000229135	0	0	0	0	0.116	0	0	0.677	0.703
CD40LG	IL4	9606.ENSP00000359663	9606.ENSP00000231449	0	0	0	0	0	0	0	0.914	0.914
CD40LG	CRP	9606.ENSP00000359663	9606.ENSP00000255030	0	0	0	0	0	0	0	0.669	0.669
CD40LG	IL1B	9606.ENSP00000359663	9606.ENSP00000263341	0	0	0	0	0	0	0	0.568	0.568
CD40LG	PIK3CA	9606.ENSP00000359663	9606.ENSP00000263967	0	0	0	0	0	0.050	0.900	0.064	0.903
CD40LG	ICAM1	9606.ENSP00000359663	9606.ENSP00000264832	0	0	0	0	0	0	0	0.816	0.816
CD40LG	TP53	9606.ENSP00000359663	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.420	0.624
CD40LG	IL18	9606.ENSP00000359663	9606.ENSP00000280357	0	0	0	0	0	0	0	0.625	0.625
CD40LG	VCAM1	9606.ENSP00000359663	9606.ENSP00000294728	0	0	0	0	0.085	0	0	0.845	0.852
CD40LG	PPBP	9606.ENSP00000359663	9606.ENSP00000296028	0	0	0	0	0.098	0	0	0.429	0.462
CD40LG	CSF2	9606.ENSP00000359663	9606.ENSP00000296871	0	0	0	0	0	0	0	0.726	0.726
CD40LG	CXCL8	9606.ENSP00000359663	9606.ENSP00000306512	0	0	0	0	0.061	0	0	0.669	0.676
CD40LG	SELE	9606.ENSP00000359663	9606.ENSP00000331736	0	0	0	0	0.055	0	0	0.754	0.757
CD40LG	F3	9606.ENSP00000359663	9606.ENSP00000334145	0	0	0	0	0	0	0	0.590	0.590
CD40LG	FN1	9606.ENSP00000359663	9606.ENSP00000346839	0	0	0	0	0	0	0	0.400	0.400
CD40LG	PTGS2	9606.ENSP00000359663	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.399	0.408
CD40LG	EDN1	9606.ENSP00000359663	9606.ENSP00000368683	0	0	0	0	0	0.157	0	0.326	0.407
CD40LG	PECAM1	9606.ENSP00000359663	9606.ENSP00000457421	0	0	0	0	0.076	0	0	0.389	0.411
CD40LG	THBD	9606.ENSP00000359663	9606.ENSP00000366307	0	0	0	0	0	0	0	0.504	0.504
CD40LG	INS	9606.ENSP00000359663	9606.ENSP00000380432	0	0	0	0	0	0	0	0.510	0.510
CD40LG	MMP9	9606.ENSP00000359663	9606.ENSP00000361405	0	0	0	0	0	0.064	0	0.511	0.522
CD40LG	VEGFA	9606.ENSP00000359663	9606.ENSP00000478570	0	0	0	0	0	0	0	0.556	0.556
CD40LG	TLR4	9606.ENSP00000359663	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.670	0.677
CD40LG	IL6	9606.ENSP00000359663	9606.ENSP00000385675	0	0	0	0	0	0	0	0.741	0.741
CD40LG	IL10	9606.ENSP00000359663	9606.ENSP00000412237	0	0	0	0	0	0	0	0.802	0.802
CD40LG	LTA	9606.ENSP00000359663	9606.ENSP00000403495	0	0	0	0	0.098	0	0.900	0.472	0.948
CD40LG	TNF	9606.ENSP00000359663	9606.ENSP00000398698	0	0	0	0	0.076	0	0.900	0.800	0.979
CEBPA	TGFB1	9606.ENSP00000427514	9606.ENSP00000221930	0	0	0	0	0.069	0.080	0.900	0.243	0.926
CEBPA	MPO	9606.ENSP00000427514	9606.ENSP00000225275	0	0	0	0	0.098	0	0	0.412	0.447
CEBPA	KRAS	9606.ENSP00000427514	9606.ENSP00000256078	0	0	0	0	0	0.186	0	0.331	0.432
CEBPA	TP53	9606.ENSP00000427514	9606.ENSP00000269305	0	0	0	0	0	0	0	0.570	0.570
CEBPA	PPARG	9606.ENSP00000427514	9606.ENSP00000287820	0	0	0	0	0.062	0.064	0.900	0.818	0.981
CEBPA	LPL	9606.ENSP00000427514	9606.ENSP00000309757	0	0	0	0	0.067	0	0	0.595	0.606
CEBPA	LEP	9606.ENSP00000427514	9606.ENSP00000312652	0	0	0	0	0.061	0	0.900	0.719	0.971
CEBPA	SLC2A4	9606.ENSP00000427514	9606.ENSP00000320935	0	0	0	0	0.062	0	0.900	0.551	0.954
CEBPA	NR1I2	9606.ENSP00000427514	9606.ENSP00000336528	0	0	0	0	0.090	0.393	0	0.294	0.576
CEBPA	PLAU	9606.ENSP00000427514	9606.ENSP00000361850	0	0	0	0	0	0.057	0	0.453	0.462
CEBPA	INS	9606.ENSP00000427514	9606.ENSP00000380432	0	0	0	0	0	0	0	0.771	0.772
CEBPA	PPARA	9606.ENSP00000427514	9606.ENSP00000385523	0	0	0	0	0.063	0.064	0	0.500	0.523
CEBPA	IL6	9606.ENSP00000427514	9606.ENSP00000385675	0	0	0	0	0	0	0	0.486	0.486
CEBPA	TNF	9606.ENSP00000427514	9606.ENSP00000398698	0	0	0	0	0.074	0	0.900	0.415	0.941
CEBPA	ESR1	9606.ENSP00000427514	9606.ENSP00000405330	0	0	0	0	0.061	0.344	0	0.356	0.568
CEBPA	IL10	9606.ENSP00000427514	9606.ENSP00000412237	0	0	0	0	0	0.344	0	0.228	0.472
CEBPA	HIF1A	9606.ENSP00000427514	9606.ENSP00000437955	0	0	0	0	0	0.379	0	0.369	0.591
CETP	PPARA	9606.ENSP00000200676	9606.ENSP00000385523	0	0	0	0	0	0	0	0.427	0.426
CETP	CRP	9606.ENSP00000200676	9606.ENSP00000255030	0	0	0	0	0.064	0	0	0.553	0.563
CETP	HMGCR	9606.ENSP00000200676	9606.ENSP00000287936	0	0	0	0	0	0	0	0.589	0.589
CETP	INS	9606.ENSP00000200676	9606.ENSP00000380432	0	0	0	0	0	0	0	0.778	0.778
CETP	LDLR	9606.ENSP00000200676	9606.ENSP00000454071	0	0	0	0	0	0	0.540	0.715	0.863
CETP	PON1	9606.ENSP00000200676	9606.ENSP00000222381	0	0	0	0	0	0	0.720	0.703	0.913
CETP	LPL	9606.ENSP00000200676	9606.ENSP00000309757	0	0	0	0	0.064	0.379	0.540	0.796	0.938
CETP	LCAT	9606.ENSP00000200676	9606.ENSP00000264005	0	0	0	0	0.061	0	0.720	0.902	0.972
CRP	TNFRSF1A	9606.ENSP00000255030	9606.ENSP00000162749	0	0	0	0	0	0	0	0.562	0.562
CRP	HMOX1	9606.ENSP00000255030	9606.ENSP00000216117	0	0	0	0	0	0	0	0.450	0.450
CRP	MMP2	9606.ENSP00000255030	9606.ENSP00000219070	0	0	0	0	0	0	0	0.707	0.707
CRP	PLAT	9606.ENSP00000255030	9606.ENSP00000220809	0	0	0	0	0	0	0	0.584	0.584
CRP	TGFB1	9606.ENSP00000255030	9606.ENSP00000221930	0	0	0	0	0	0	0	0.441	0.441
CRP	PON1	9606.ENSP00000255030	9606.ENSP00000222381	0	0	0	0	0.098	0	0	0.649	0.669
CRP	SERPINE1	9606.ENSP00000255030	9606.ENSP00000223095	0	0	0	0	0.049	0	0	0.898	0.899
CRP	MPO	9606.ENSP00000255030	9606.ENSP00000225275	0	0	0	0	0	0	0	0.789	0.789
CRP	IL2	9606.ENSP00000255030	9606.ENSP00000226730	0	0	0	0	0	0	0	0.710	0.710
CRP	IFNG	9606.ENSP00000255030	9606.ENSP00000229135	0	0	0	0	0	0	0	0.676	0.676
CRP	IL4	9606.ENSP00000255030	9606.ENSP00000231449	0	0	0	0	0	0	0	0.669	0.669
CRP	TP53	9606.ENSP00000255030	9606.ENSP00000269305	0	0	0	0	0	0	0	0.400	0.400
CRP	PECAM1	9606.ENSP00000255030	9606.ENSP00000457421	0	0	0	0	0	0	0	0.402	0.402
CRP	FGF2	9606.ENSP00000255030	9606.ENSP00000264498	0	0	0	0	0.062	0	0	0.399	0.412
CRP	ESR1	9606.ENSP00000255030	9606.ENSP00000405330	0	0	0	0	0.061	0.076	0	0.397	0.431
CRP	HFE	9606.ENSP00000255030	9606.ENSP00000417404	0	0	0	0	0.061	0	0	0.420	0.432
CRP	KDR	9606.ENSP00000255030	9606.ENSP00000263923	0	0	0	0	0.061	0	0	0.421	0.433
CRP	LDLR	9606.ENSP00000255030	9606.ENSP00000454071	0	0	0	0	0	0	0	0.442	0.442
CRP	LCAT	9606.ENSP00000255030	9606.ENSP00000264005	0	0	0	0	0.063	0	0	0.444	0.456
CRP	IL1A	9606.ENSP00000255030	9606.ENSP00000263339	0	0	0	0	0.063	0	0	0.450	0.462
CRP	SLC2A4	9606.ENSP00000255030	9606.ENSP00000320935	0	0	0	0	0.049	0	0	0.483	0.488
CRP	HMGCR	9606.ENSP00000255030	9606.ENSP00000287936	0	0	0	0	0	0	0	0.498	0.497
CRP	PPARG	9606.ENSP00000255030	9606.ENSP00000287820	0	0	0	0	0	0	0	0.530	0.530
CRP	PTEN	9606.ENSP00000255030	9606.ENSP00000361021	0	0	0	0	0	0	0	0.535	0.535
CRP	GCG	9606.ENSP00000255030	9606.ENSP00000387662	0	0	0	0	0	0	0	0.558	0.558
CRP	CSF2	9606.ENSP00000255030	9606.ENSP00000296871	0	0	0	0	0	0	0	0.559	0.559
CRP	LPL	9606.ENSP00000255030	9606.ENSP00000309757	0	0	0	0	0	0	0	0.563	0.563
CRP	PTGS2	9606.ENSP00000255030	9606.ENSP00000356438	0	0	0	0	0	0	0	0.614	0.614
CRP	MMP3	9606.ENSP00000255030	9606.ENSP00000299855	0	0	0	0	0	0	0	0.656	0.656
CRP	IGF1	9606.ENSP00000255030	9606.ENSP00000302665	0	0	0	0	0.062	0	0	0.669	0.676
CRP	EDN1	9606.ENSP00000255030	9606.ENSP00000368683	0	0	0	0	0	0	0	0.676	0.676
CRP	IL18	9606.ENSP00000255030	9606.ENSP00000280357	0	0	0	0	0	0	0	0.708	0.708
CRP	MMP1	9606.ENSP00000255030	9606.ENSP00000322788	0	0	0	0	0.052	0	0	0.724	0.727
CRP	OLR1	9606.ENSP00000255030	9606.ENSP00000309124	0	0	0	0	0	0	0	0.756	0.756
